0.9835,1.0437,0.8755,1.4417,1.0660,0.3077,0.1486,0.1296,0.0614
0.7980,0.6194,0.6630,0.7845,0.9445,1.0429,0.1680,0.1213,0.0630
0.4010,0.4551,0.5725,1.0920,0.8554,0.8426,0.4117,0.1445,0.0542
0.6700,0.5914,0.9735,0.6787,0.9386,0.6843,0.4053,0.3188,0.0802
0.5529,0.4284,0.5784,0.6947,0.3172,0.4716,0.2367,0.1622,0.0844
0.1503,0.4151,0.5530,0.5480,0.4814,0.2228,0.2631,0.1639,0.0918
0.1017,0.0909,0.2692,0.3350,0.2534,0.3061,0.1956,0.3172,0.1108
0.0475,0.0474,0.1052,0.3593,0.2179,0.2395,0.2434,0.2013,0.1669
0.0218,0.0329,0.0524,0.1234,0.1698,0.1957,0.1185,0.2367,0.1238
